location	Scurry county	32.6824333333333	-100.93005
location	Shackelford county	32.63695	-99.2426
location	Shelby county	31.8537	-94.1726
location	Sherman county	36.4195	-101.88575
location	Smith county	32.3362818181818	-95.2725681818182
location	Somervell county	32.2607666666667	-97.7087
location	Starr county	26.5001111111111	-98.7527111111111
location	Stephens county	32.7209	-98.78445
location	Sterling county	31.8351	-101.0017
location	Stonewall county	33.12995	-100.14515
location	Sutton county	30.5558	-100.6307
location	Swisher county	34.5513	-101.788833333333
location	Tarrant county	32.7691989690722	-97.2604206185567
location	Taylor county	32.3934555555556	-99.7994111111111
location	Terrell county	30.08335	-102.256
location	Terry county	33.1830666666667	-102.317866666667
location	Throckmorton county	33.12675	-99.1192
location	Titus county	33.18515	-94.9811
location	Tom Green county	31.4393	-100.42725625
location	Travis county	30.30780125	-97.7615025
location	Trinity county	31.11935	-95.1230333333333
location	Tyler county	30.7437111111111	-94.3687222222222
location	Upshur county	32.6796166666667	-94.9157333333333
location	Upton county	31.3003	-102.027933333333
location	Uvalde county	29.3585166666667	-99.6598166666667
location	Val Verde county	29.493	-101.053057142857
location	Van Zandt county	32.6034714285714	-95.7969285714286
location	Victoria county	28.7959363636364	-96.9679545454545
location	Walker county	30.7310636363636	-95.5242454545455
location	Waller county	29.97422	-95.99326
location	Ward county	31.4998	-103.05752
location	Washington county	30.2045	-96.37052
location	Webb county	27.49729	-99.30304
location	Wharton county	29.2947	-96.1652166666667
location	Wheeler county	35.47344	-100.23972
location	Wichita county	33.9349230769231	-98.5780615384615
location	Wilbarger county	34.17196	-99.23282
location	Willacy county	26.4388285714286	-97.8195142857143
location	Williamson county	30.6182481481481	-97.6527777777778
location	Wilson county	29.2252	-98.0339666666667
location	Winkler county	31.80385	-103.1237
location	Wise county	33.20992	-97.59686
location	Wood county	32.78085	-95.41775
location	Yoakum county	33.1143666666667	-102.745833333333
location	Young county	33.18472	-98.65242
location	Zapata county	26.8812	-99.2668666666667
location	Zavala county	28.8548	-99.7628666666667
